tweet_text,username,mentions,date,image,link,quote,reply
its just the doors being broken in the game its happened to me a few times,🌱𝓝𝓮𝓴𝓻𝓸🌱,remyfromars,2019-10-25 10:32:00,False,https://web.archive.org/web/20191025174305/https://twitter.com/nekrovevo/status/1187784031191961600,False,True
go follow these hoes@Cappucyeeno@that_otter_boi@SirFail_@CrusaderJackson@triblu_arts they are best,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-25 10:33:00,False,https://web.archive.org/web/20191025175325/https://twitter.com/nekrovevo/status/1187784315804848128,False,False
stolen,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-25 10:45:00,True,https://web.archive.org/web/20191025193459/https://twitter.com/nekrovevo/status/1187787254397227008,False,False
cuddles now i demand,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-25 17:25:00,False,https://web.archive.org/web/20191026002504/https://twitter.com/nekrovevo/status/1187887836051066880,False,False
lmao you changed your fucking username when things get tight slick,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-25 17:19:00,False,https://web.archive.org/web/20191026004451/https://twitter.com/nekrovevo/status/1187886552174587904,False,False
good :),🌱𝓝𝓮𝓴𝓻𝓸🌱,YaboiNero18,2019-10-26 06:19:00,False,https://web.archive.org/web/20191026141151/https://twitter.com/nekrovevo/status/1188082809866317824,False,True
gay,🌱𝓝𝓮𝓴𝓻𝓸🌱,YeenItBefore,2019-10-26 06:20:00,False,https://web.archive.org/web/20191026141500/https://twitter.com/nekrovevo/status/1188083102813343744,False,True
ITS COMING HOME,🌱𝓝𝓮𝓴𝓻𝓸🌱,karnage_boii,2019-10-26 06:21:00,False,https://web.archive.org/web/20191026150816/https://twitter.com/nekrovevo/status/1188083252264726528,False,True
GUESS WHATIM GOINGTO GET MY HAIR DYEDNEKRO VIBESSSSSS,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-26 06:20:00,False,https://web.archive.org/web/20191026160320/https://twitter.com/nekrovevo/status/1188082926384074753,False,False
my little sistermade this comparisonhelp,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-26 10:27:00,True,https://web.archive.org/web/20191026180052/https://twitter.com/nekrovevo/status/1188145066688176128,False,False
send me wholesome content pleasei want great stufffffs,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-26 06:22:00,False,https://web.archive.org/web/20191026211438/https://twitter.com/nekrovevo/status/1188083515109203968,False,False
YES,🌱𝓝𝓮𝓴𝓻𝓸🌱,Noonek_co,2019-10-27 06:58:00,False,https://web.archive.org/web/20191027142045/https://twitter.com/nekrovevo/status/1188455014412341248,False,True
THANK YOU,🌱𝓝𝓮𝓴𝓻𝓸🌱,Fluffy_Zeraora,2019-10-27 06:58:00,False,https://web.archive.org/web/20191027144746/https://twitter.com/nekrovevo/status/1188454986893553665,False,True
artist @HyenaBait btw,🌱𝓝𝓮𝓴𝓻𝓸🌱,NekroVEVO,2019-10-27 07:01:00,False,https://web.archive.org/web/20191027145353/https://twitter.com/nekrovevo/status/1188455738097553409,False,True
P U R P L EW H I T EV I B E S,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-27 06:59:00,True,https://web.archive.org/web/20191027155125/https://twitter.com/nekrovevo/status/1188455207413248000,False,False
ayyyyy,🌱𝓝𝓮𝓴𝓻𝓸🌱,Itz_Sc0tt_v2,2019-10-27 07:08:00,False,https://web.archive.org/web/20191027160334/https://twitter.com/nekrovevo/status/1188457349515579397,False,True
hah (your name) more like gay,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-28 06:22:00,False,https://web.archive.org/web/20191028172049/https://twitter.com/nekrovevo/status/1188808253666258944,False,False
"so regarding my situation with @tyler_spookin aka ""Tokur""Aftera long time of just thinking and talking with others, im deleting every single tweet regarding the situation. i could have kept my head and not vented in such a demeaning way. yes, i am still incredibly hurt and id",🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-28 13:12:00,False,https://web.archive.org/web/20191028201846/https://twitter.com/nekrovevo/status/1188911483305881600,False,False
happy birthday to the man himself@appurrently bicc,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-28 13:18:00,False,https://web.archive.org/web/20191028202424/https://twitter.com/nekrovevo/status/1188913027979956224,False,False
imagine he is the same. i genuinely hope he sees this as i would like to settle this privately and to at least try and say our peace with eachother. i dont want any more talk about this and im sorry i put certain people in such awkward situations. thank you for reading,🌱𝓝𝓮𝓴𝓻𝓸🌱,NekroVEVO,2019-10-28 13:12:00,False,https://web.archive.org/web/20191028204623/https://twitter.com/nekrovevo/status/1188911484656443392,False,True
retweet for gay,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-28 13:56:00,False,https://web.archive.org/web/20191028211458/https://twitter.com/nekrovevo/status/1188922475750363136,False,False
why good morning fellow homosexualslets obtain the grain shall we,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 06:14:00,False,https://web.archive.org/web/20191029141744/https://twitter.com/nekrovevo/status/1189168518748499980,False,False
c:,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 14:46:00,False,https://web.archive.org/web/20191029215806/https://twitter.com/nekrovevo/status/1189297576048316416,False,True
Why is #Messi so disgusting at soccer like jesus christ,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 14:40:00,False,https://web.archive.org/web/20191029221338/https://twitter.com/nekrovevo/status/1189295964902825984,False,False
no u,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 14:47:00,False,https://web.archive.org/web/20191029222113/https://twitter.com/nekrovevo/status/1189297787596394502,False,True
"whoever says ""proud zoophile"" needs to be put down instead of the animals this is just facts",🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 12:41:00,False,https://web.archive.org/web/20191029222448/https://twitter.com/nekrovevo/status/1189266017932992512,False,False
(insert funny original tweet here),🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 11:23:00,False,https://web.archive.org/web/20191029232954/https://twitter.com/nekrovevo/status/1189246341865705472,False,False
homo,🌱𝓝𝓮𝓴𝓻𝓸🌱,CATCATDovahkiin,2019-10-29 15:18:00,False,https://web.archive.org/web/20191029233236/https://twitter.com/nekrovevo/status/1189305421414174721,False,True
no u,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 15:14:00,False,https://web.archive.org/web/20191029234235/https://twitter.com/nekrovevo/status/1189304635632291846,False,True
stop,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 15:12:00,False,https://web.archive.org/web/20191029234513/https://twitter.com/nekrovevo/status/1189303922252496897,False,True
skrt skrt,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 14:50:00,False,https://web.archive.org/web/20191029234611/https://twitter.com/nekrovevo/status/1189298441769410560,False,False
big bet,🌱𝓝𝓮𝓴𝓻𝓸🌱,karnage_boii,2019-10-29 15:12:00,False,https://web.archive.org/web/20191029234713/https://twitter.com/nekrovevo/status/1189304124510261254,False,True
the fact i own this depresses me,🌱𝓝𝓮𝓴𝓻𝓸🌱,YeenItBefore,2019-10-29 14:33:00,False,https://web.archive.org/web/20191029234717/https://twitter.com/nekrovevo/status/1189294152900599817,False,True
RELEASE ILLUMINATE YOU MEAT HEAD,🌱𝓝𝓮𝓴𝓻𝓸🌱,ZerkaaHD,2019-10-29 12:44:00,False,https://web.archive.org/web/20191029235242/https://twitter.com/nekrovevo/status/1189266793833160704,False,True
go to bed little boy,🌱𝓝𝓮𝓴𝓻𝓸🌱,karnage_boii,2019-10-29 15:08:00,False,https://web.archive.org/web/20191029235325/https://twitter.com/nekrovevo/status/1189302898204782594,False,True
no u,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 14:48:00,False,https://web.archive.org/web/20191029235536/https://twitter.com/nekrovevo/status/1189297902390337538,False,True
u didnt vote yesinstead you responded yesi hate u,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 14:45:00,False,https://web.archive.org/web/20191030000143/https://twitter.com/nekrovevo/status/1189297177346170881,False,True
please,🌱𝓝𝓮𝓴𝓻𝓸🌱,CATCATDovahkiin,2019-10-29 15:21:00,False,https://web.archive.org/web/20191030000250/https://twitter.com/nekrovevo/status/1189306192910262272,False,True
gay,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 15:13:00,False,https://web.archive.org/web/20191030000752/https://twitter.com/nekrovevo/status/1189304395017662464,False,True
so u did voteand responded with a yesdie,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-29 14:46:00,False,https://web.archive.org/web/20191030001049/https://twitter.com/nekrovevo/status/1189297420439568387,False,True
science,🌱𝓝𝓮𝓴𝓻𝓸🌱,CATCATDovahkiin,2019-10-29 15:13:00,False,https://web.archive.org/web/20191030001111/https://twitter.com/nekrovevo/status/1189304362088185856,False,True
i want a hug tho,🌱𝓝𝓮𝓴𝓻𝓸🌱,karnage_boii,2019-10-29 15:11:00,False,https://web.archive.org/web/20191030001534/https://twitter.com/nekrovevo/status/1189303812374388736,False,True
no u,🌱𝓝𝓮𝓴𝓻𝓸🌱,CATCATDovahkiin,2019-10-29 15:16:00,False,https://web.archive.org/web/20191030001932/https://twitter.com/nekrovevo/status/1189305029183901702,False,True
are you gay,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 14:27:00,False,https://web.archive.org/web/20191030002034/https://twitter.com/nekrovevo/status/1189292695962955776,False,False
jamie morelike gaymie,🌱𝓝𝓮𝓴𝓻𝓸🌱,triblu_arts,2019-10-29 20:13:00,False,https://web.archive.org/web/20191030033931/https://twitter.com/nekrovevo/status/1189379714508476416,False,True
if youre reading this youre a furry,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 20:14:00,False,https://web.archive.org/web/20191030034344/https://twitter.com/nekrovevo/status/1189379964056952832,False,False
season 6,🌱𝓝𝓮𝓴𝓻𝓸🌱,remyfromars,2019-10-29 20:38:00,False,https://web.archive.org/web/20191030034728/https://twitter.com/nekrovevo/status/1189386107336572928,False,True
am i wrong,🌱𝓝𝓮𝓴𝓻𝓸🌱,YaboiNero18,2019-10-29 20:18:00,False,https://web.archive.org/web/20191030034734/https://twitter.com/nekrovevo/status/1189381143692365824,False,True
ya i gottem,🌱𝓝𝓮𝓴𝓻𝓸🌱,YaboiNero18,2019-10-29 20:19:00,False,https://web.archive.org/web/20191030035244/https://twitter.com/nekrovevo/status/1189381319819612160,False,True
no u,🌱𝓝𝓮𝓴𝓻𝓸🌱,triblu_arts,2019-10-29 20:36:00,False,https://web.archive.org/web/20191030035542/https://twitter.com/nekrovevo/status/1189385597690925056,False,True
ctrl alt del me please,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-29 20:40:00,False,https://web.archive.org/web/20191030035922/https://twitter.com/nekrovevo/status/1189386534635491329,False,False
who owned 2019 music?comment belowi think Lil Nas X or Tyler the Creator,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-30 05:03:00,False,https://web.archive.org/web/20191030123446/https://twitter.com/nekrovevo/status/1189513212540014592,False,False
respect the drip s h a n n o n,🌱𝓝𝓮𝓴𝓻𝓸🌱,sctuten,2019-10-30 09:43:00,False,https://web.archive.org/web/20191030164348/https://twitter.com/nekrovevo/status/1189583693842567168,False,True
"no, this is far from the truth holy shit",🌱𝓝𝓮𝓴𝓻𝓸🌱,SuzannaAloni,2019-10-30 09:44:00,False,https://web.archive.org/web/20191030164433/https://twitter.com/nekrovevo/status/1189583882552692741,False,True
fam you're named after an instrument who can actually take you seriously,🌱𝓝𝓮𝓴𝓻𝓸🌱,wrapwithtuba,2019-10-30 09:45:00,False,https://web.archive.org/web/20191030164906/https://twitter.com/nekrovevo/status/1189584003512225793,False,True
aight so even better questionbest artist alive right now (rap bias but other artists included),🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-30 09:42:00,False,https://web.archive.org/web/20191030165051/https://twitter.com/nekrovevo/status/1189583322965397505,False,False
"ya tyler fs,but ""7"" was actually good and like him or not, he was everywhere",🌱𝓝𝓮𝓴𝓻𝓸🌱,that_otter_boi,2019-10-30 09:36:00,False,https://web.archive.org/web/20191030165146/https://twitter.com/nekrovevo/status/1189581857462972416,False,True
im 16 and cant be straight,🌱𝓝𝓮𝓴𝓻𝓸🌱,jae_fitz,2019-10-30 09:38:00,False,https://web.archive.org/web/20191030165229/https://twitter.com/nekrovevo/status/1189582309046906880,True,False
yo my snapchat isgetting dry@josan.02 add meeeeee,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-30 10:05:00,False,https://web.archive.org/web/20191030171040/https://twitter.com/nekrovevo/status/1189589135574499328,False,False
"imagine saying ur gonna send porn to kidslmao imagine this person trying to fight, can promise they get knocked out within the first 20 secondspussies",🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-30 10:07:00,False,https://web.archive.org/web/20191030171514/https://twitter.com/nekrovevo/status/1189589631500554240,False,False
no me,🌱𝓝𝓮𝓴𝓻𝓸🌱,KurroWuff,2019-10-30 11:29:00,False,https://web.archive.org/web/20191030183957/https://twitter.com/nekrovevo/status/1189610371146870784,False,True
How much do you care about me0%5%10%15%20%25%30%35%40%45%50%55%60%65%70%75%80%85%90%95%100%200%300%400%500%600%700%800%900%1000%uwu ∞%,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-30 11:45:00,False,https://web.archive.org/web/20191030185918/https://twitter.com/nekrovevo/status/1189614288169684992,False,False
this guy saying he was gonna send porn to kinds in november i forgot his @ tho,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-30 14:40:00,False,https://web.archive.org/web/20191030220816/https://twitter.com/nekrovevo/status/1189658458942889984,False,True
n o m e,🌱𝓝𝓮𝓴𝓻𝓸🌱,NateTheYeen,2019-10-30 14:33:00,False,https://web.archive.org/web/20191030220844/https://twitter.com/nekrovevo/status/1189656620654944256,False,True
straight up factseverything you make is fire either way keep it up bro,🌱𝓝𝓮𝓴𝓻𝓸🌱,Quadeca,2019-10-30 14:56:00,False,https://web.archive.org/web/20191030223138/https://twitter.com/nekrovevo/status/1189662484568797185,False,True
same lmao,🌱𝓝𝓮𝓴𝓻𝓸🌱,CrusaderJackson,2019-10-30 14:42:00,False,https://web.archive.org/web/20191030223957/https://twitter.com/nekrovevo/status/1189658775818358784,False,True
thats illegal,🌱𝓝𝓮𝓴𝓻𝓸🌱,YaboiNero18,2019-10-30 18:40:00,False,https://web.archive.org/web/20191031015312/https://twitter.com/nekrovevo/status/1189718728910393344,False,True
no,🌱𝓝𝓮𝓴𝓻𝓸🌱,LukeChador,2019-10-30 18:42:00,False,https://web.archive.org/web/20191031020830/https://twitter.com/nekrovevo/status/1189719359595245568,False,True
imagine being gay lmaoooo,🌱𝓝𝓮𝓴𝓻𝓸🌱,,2019-10-30 18:35:00,False,https://web.archive.org/web/20191031024530/https://twitter.com/nekrovevo/status/1189717446917144576,False,False
WAIT U HAVE STREAKS AND U DONT SEND THEMTO ME ON SNAPim offended,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,Cappucyeeno,2019-10-31 05:02:00,False,https://web.archive.org/web/20191031121147/https://twitter.com/nekrovevo/status/1189875241167675397,False,True
thats gay,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,glowyote,2019-10-31 05:03:00,False,https://web.archive.org/web/20191031121442/https://twitter.com/nekrovevo/status/1189875656038834178,False,True
im sorry but ive come backwith resultsand it shows extreme amounts of gayim sorry,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-10-31 05:05:00,False,https://web.archive.org/web/20191031122032/https://twitter.com/nekrovevo/status/1189876118716702720,False,False
HAPPY HALLOWEEN BITCHES LETS GO GET SUGAR RUSHES #halloween2019,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-10-31 05:01:00,False,https://web.archive.org/web/20191031122718/https://twitter.com/nekrovevo/status/1189875077958926336,False,False
yes it is,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,SyncDoesStuff,2019-10-31 05:08:00,False,https://web.archive.org/web/20191031122942/https://twitter.com/nekrovevo/status/1189876890640642048,False,True
give support hoes,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,Razor__Fluff,2019-10-31 06:16:00,False,https://web.archive.org/web/20191031132806/https://twitter.com/nekrovevo/status/1189894021205782529,True,False
no u,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,Cappucyeeno,2019-10-31 06:13:00,False,https://web.archive.org/web/20191031133110/https://twitter.com/nekrovevo/status/1189893124681678848,False,True
wink wonk,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-10-31 06:18:00,False,https://web.archive.org/web/20191031133246/https://twitter.com/nekrovevo/status/1189894485452263425,False,False
no me,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,Cappucyeeno,2019-10-31 06:14:00,False,https://web.archive.org/web/20191031142420/https://twitter.com/nekrovevo/status/1189893356475707393,False,True
stop,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,CapitolHusky,2019-10-31 07:53:00,False,https://web.archive.org/web/20191031151832/https://twitter.com/nekrovevo/status/1189918433913143296,False,True
PLEASE SOMEONE GIFT ME THE GHOUL TROOPER,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-10-31 08:06:00,False,https://web.archive.org/web/20191031153741/https://twitter.com/nekrovevo/status/1189921626709643264,False,False
si,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,SirFail_,2019-10-31 09:41:00,False,https://web.archive.org/web/20191031170039/https://twitter.com/nekrovevo/status/1189945495965159425,False,True
ur gay,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,Fluffy_Zeraora,2019-10-31 09:44:00,False,https://web.archive.org/web/20191031171621/https://twitter.com/nekrovevo/status/1189946138360606726,False,True
dont really have anything to postso have this cutie,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-10-31 08:08:00,True,https://web.archive.org/web/20191031172650/https://twitter.com/nekrovevo/status/1189922165937725440,False,False
skidooskidayyoure really fucking gay,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-10-31 09:44:00,False,https://web.archive.org/web/20191031175200/https://twitter.com/nekrovevo/status/1189946238071738368,False,False
SHUTthis is abuse,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,Cappucyeeno,2019-10-31 09:40:00,False,https://web.archive.org/web/20191031192559/https://twitter.com/nekrovevo/status/1189945336829112321,True,False
im afraid so,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,Fluffy_Zeraora,2019-10-31 09:41:00,False,https://web.archive.org/web/20191031194934/https://twitter.com/nekrovevo/status/1189945455699873792,False,True
SHUT,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,SirFail_,2019-10-31 09:44:00,False,https://web.archive.org/web/20191031200721/https://twitter.com/nekrovevo/status/1189946178927919104,False,True
i need some new music suggestionsleave me some fire to listen to,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-11-02 05:01:00,False,https://web.archive.org/web/20191102120552/https://twitter.com/nekrovevo/status/1190599839664394240,False,False
PLEASE CHEEETO,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,FoxWithGuitar,2019-11-02 05:04:00,True,https://web.archive.org/web/20191102121036/https://twitter.com/nekrovevo/status/1190600517312868352,False,True
aight bet,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,JAXONN9,2019-11-02 05:07:00,False,https://web.archive.org/web/20191102122659/https://twitter.com/nekrovevo/status/1190601366596550657,False,True
its dry posting seasonhave a bean,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-11-02 05:06:00,True,https://web.archive.org/web/20191102123602/https://twitter.com/nekrovevo/status/1190601125902217217,False,False
facts,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,fecksea,2019-11-02 05:09:00,False,https://web.archive.org/web/20191102123857/https://twitter.com/nekrovevo/status/1190601804041449472,False,True
"its ""Knee-Cro""not ""Neh-Cro""aiming at you @SirFail_",🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-11-02 05:19:00,False,https://web.archive.org/web/20191102124241/https://twitter.com/nekrovevo/status/1190604350575349760,False,False
on jah,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,glowyote,2019-11-02 09:24:00,False,https://web.archive.org/web/20191102164403/https://twitter.com/nekrovevo/status/1190666101153075201,False,True
hyena more likegayenagottem,🎃𝕊ℙ𝕆𝕎𝕆𝕂𝕐 ℕ𝔼𝕂ℝ𝕆🎃,,2019-11-03 05:43:00,False,https://web.archive.org/web/20191103140128/https://twitter.com/nekrovevo/status/1190987826445205505,False,False
stop,🌱𝕹𝕰𝕶𝕽𝕺🌱,that_otter_boi,2019-11-04 06:25:00,False,https://web.archive.org/web/20191104160300/https://twitter.com/nekrovevo/status/1191360703711465472,False,True
i am going to commit parachute no work off of plane,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-04 06:26:00,False,https://web.archive.org/web/20191104164844/https://twitter.com/nekrovevo/status/1191361137821904898,False,False
;),🌱𝕹𝕰𝕶𝕽𝕺🌱,SirFail_,2019-11-04 11:51:00,False,https://web.archive.org/web/20191104200858/https://twitter.com/nekrovevo/status/1191442904046129152,False,True
no u,🌱𝕹𝕰𝕶𝕽𝕺🌱,ErinCoffeeStar,2019-11-04 11:51:00,False,https://web.archive.org/web/20191104201236/https://twitter.com/nekrovevo/status/1191442992126496768,False,True
ok boomer,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-04 11:56:00,False,https://web.archive.org/web/20191104201626/https://twitter.com/nekrovevo/status/1191444043835691008,False,False
thank you XD,🌱𝕹𝕰𝕶𝕽𝕺🌱,Noonek_co,2019-11-04 12:24:00,False,https://web.archive.org/web/20191104202623/https://twitter.com/nekrovevo/status/1191451249566109696,False,True
im known as bum nerd neck so either way is fine,🌱𝕹𝕰𝕶𝕽𝕺🌱,Noonek_co,2019-11-04 12:25:00,False,https://web.archive.org/web/20191104203426/https://twitter.com/nekrovevo/status/1191451496048496640,False,True
"i need a new profile name make it either funny or a pun with ""nekro"" in it",🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-04 12:23:00,False,https://web.archive.org/web/20191104203743/https://twitter.com/nekrovevo/status/1191450849509138432,False,False
what XD,🌱𝕹𝕰𝕶𝕽𝕺🌱,rachelthefox69,2019-11-04 12:25:00,False,https://web.archive.org/web/20191105024749/https://twitter.com/nekrovevo/status/1191451361084227584,False,True
imagine being at school todayha haya im totally notat school,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-05 09:25:00,False,https://web.archive.org/web/20191105172753/https://twitter.com/nekrovevo/status/1191768627315273728,False,False
;),🌱𝕹𝕰𝕶𝕽𝕺🌱,triblu_arts,2019-11-05 10:55:00,False,https://web.archive.org/web/20191105190818/https://twitter.com/nekrovevo/status/1191791056821481472,False,True
ever just wanna meet ur internet friends,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-05 11:03:00,False,https://web.archive.org/web/20191105191258/https://twitter.com/nekrovevo/status/1191793257178521600,False,False
dry posting season pt 109202829,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-05 11:13:00,True,https://web.archive.org/web/20191105192853/https://twitter.com/nekrovevo/status/1191795591057043456,False,False
i wanna be with my big boyo rn ngl,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-05 11:17:00,False,https://web.archive.org/web/20191105193404/https://twitter.com/nekrovevo/status/1191796814908817408,False,False
meowdy,🌱𝕹𝕰𝕶𝕽𝕺🌱,that_otter_boi,2019-11-05 11:20:00,False,https://web.archive.org/web/20191105193703/https://twitter.com/nekrovevo/status/1191797521141551104,False,True
photoshop was a mistake,🌱𝕹𝕰𝕶𝕽𝕺🌱,afruitvegetable,2019-11-05 11:13:00,False,https://web.archive.org/web/20191105193853/https://twitter.com/nekrovevo/status/1191795704701698048,True,False
definitely not,🌱𝕹𝕰𝕶𝕽𝕺🌱,aswhit2,2019-11-05 11:29:00,False,https://web.archive.org/web/20191105194110/https://twitter.com/nekrovevo/status/1191799795712548864,False,True
popular opinionur cute,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-09 12:37:00,False,https://web.archive.org/web/20191109204017/https://twitter.com/nekrovevo/status/1193266465958313985,False,False
welp i enjoyed the season and imma miss the seniors but sadly we couldnt take state this year.but next year will come ;),🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-09 12:37:00,False,https://web.archive.org/web/20191109205305/https://twitter.com/nekrovevo/status/1193266392251826176,False,False
but what if i cannot sleep like at all lmao,🌱𝕹𝕰𝕶𝕽𝕺🌱,Noonek_co,2019-11-09 13:12:00,False,https://web.archive.org/web/20191109211636/https://twitter.com/nekrovevo/status/1193275134410248192,False,True
like ive tried and it somewhat works but ive slept on average 12 hours a week,🌱𝕹𝕰𝕶𝕽𝕺🌱,Noonek_co,2019-11-09 13:13:00,False,https://web.archive.org/web/20191109211802/https://twitter.com/nekrovevo/status/1193275503630639104,False,True
i have not slept in 48 hoursthat deserves and award,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-09 13:09:00,False,https://web.archive.org/web/20191109211901/https://twitter.com/nekrovevo/status/1193274471945125888,False,False
ik and ill try,🌱𝕹𝕰𝕶𝕽𝕺🌱,Noonek_co,2019-11-09 13:15:00,False,https://web.archive.org/web/20191109212339/https://twitter.com/nekrovevo/status/1193275916299821056,False,True
soooo since its tonightim teamKSIwho u hoes got?,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-09 13:23:00,False,https://web.archive.org/web/20191109212753/https://twitter.com/nekrovevo/status/1193277919151308800,False,False
its okie thanks for the concern :3,🌱𝕹𝕰𝕶𝕽𝕺🌱,Noonek_co,2019-11-09 13:19:00,False,https://web.archive.org/web/20191109212939/https://twitter.com/nekrovevo/status/1193276993027993600,False,True
im 5 foot 4someone call me small and im grabbing the gloves,🌱𝕹𝕰𝕶𝕽𝕺🌱,,2019-11-09 13:21:00,False,https://web.archive.org/web/20191109213305/https://twitter.com/nekrovevo/status/1193277332586258432,False,False
fair enough,🌱𝕹𝕰𝕶𝕽𝕺🌱,Noonek_co,2019-11-09 13:25:00,False,https://web.archive.org/web/20191109213846/https://twitter.com/nekrovevo/status/1193278462716284929,False,True
